,Unnamed: 0,Unnamed: 0.1,name,description,attribution,columns_field_name,columns_name,type,categories,domain_category,domain_tags,provenance,download_count,page_views_last_month,page_views_last_week,page_views_total,page_views_total_log,domain,mash,big_mash,topic_comp,topic_comp_list,top_topic_id
17133,17302,17302,Nursing Home Cost Report (RHCF): 2011,"['The', 'Nursing', 'Home', 'Cost', 'Report', '(RHCF)', 'is', 'a', 'uniform', 'report', 'completed', 'by', 'New', 'York', 'nursing', 'homes', 'to', 'report', 'income', 'expenses', 'assets', 'liabilities', 'and', 'statistics', 'to', 'the', 'Department', 'of', 'Health', '(DOH)', 'Under', 'DOH', 'regulations', '(Part', '86', '2', '2)', 'nursing', 'homes', 'are', 'required', 'to', 'file', 'financial', 'and', 'statistical', 'data', 'with', 'DOH', 'annually', 'The', 'data', 'filed', 'is', 'part', 'of', 'the', 'cost', 'report', 'and', 'is', 'received', 'electronically', 'through', 'a', 'secured', 'network', 'This', 'data', 'is', 'used', 'to', 'develop', 'Medicaid', 'rates', 'assist', 'in', 'the', 'formulation', 'of', 'reimbursement', 'methodologies', 'and', 'analyze', 'trends']",New York State Department of Health,[],[],file,"['health', 'finance', 'economy']",Health,"['quality-safety-costs', 'reimbursement', 'nursing homes', 'financial', 'cost reports']",official,982.0,3.0,0.0,4233.0,12.047805554,health.data.ny.gov,"['quality-safety-costs', 'reimbursement', 'nursing', 'homes', 'financial', 'cost', 'reports', 'health', 'finance', 'economy', 'health']","['quality-safety-costs', 'reimbursement', 'nursing', 'homes', 'financial', 'cost', 'reports', 'health', 'finance', 'economy', 'health', 'The', 'Nursing', 'Home', 'Cost', 'Report', '(RHCF)', 'is', 'a', 'uniform', 'report', 'completed', 'by', 'New', 'York', 'nursing', 'homes', 'to', 'report', 'income', 'expenses', 'assets', 'liabilities', 'and', 'statistics', 'to', 'the', 'Department', 'of', 'Health', '(DOH)', 'Under', 'DOH', 'regulations', '(Part', '86', '2', '2)', 'nursing', 'homes', 'are', 'required', 'to', 'file', 'financial', 'and', 'statistical', 'data', 'with', 'DOH', 'annually', 'The', 'data', 'filed', 'is', 'part', 'of', 'the', 'cost', 'report', 'and', 'is', 'received', 'electronically', 'through', 'a', 'secured', 'network', 'This', 'data', 'is', 'used', 'to', 'develop', 'Medicaid', 'rates', 'assist', 'in', 'the', 'formulation', 'of', 'reimbursement', 'methodologies', 'and', 'analyze', 'trends']","[(0, 0.06603747145850751), (1, 0.09858442717952981), (2, 0.050578731693229392), (3, 0.017158676875996225), (5, 0.065742406599634998), (7, 0.016178266178266183), (10, 0.016359443848733109), (17, 0.032850182703421285), (24, 0.11028178838264314), (26, 0.090851263136174878), (27, 0.039260180822940305), (34, 0.017894058316278539), (37, 0.055454701481099801), (38, 0.01777890880814895), (39, 0.027369344725908958), (42, 0.028064045877191305), (43, 0.03016050112752525), (44, 0.036359456467146486), (47, 0.089728609924149244), (49, 0.019832805889745522), (50, 0.032265937294938249), (51, 0.032051282051282062)]","[(24, 0.11028178838264314), (1, 0.09858442717952981), (26, 0.09085126313617488), (47, 0.08972860992414924), (0, 0.06603747145850751), (5, 0.065742406599635), (37, 0.0554547014810998), (2, 0.05057873169322939), (27, 0.039260180822940305), (44, 0.036359456467146486), (17, 0.032850182703421285), (50, 0.03226593729493825), (51, 0.03205128205128206), (43, 0.03016050112752525), (42, 0.028064045877191305), (39, 0.027369344725908958), (49, 0.019832805889745522), (34, 0.01789405831627854), (38, 0.01777890880814895), (3, 0.017158676875996225), (10, 0.01635944384873311), (7, 0.016178266178266183)]",24
2158,2158,2158,FOIA Request Log - Cultural Affairs & Special Events,"['FOIA', 'requests', 'received', 'by', 'Cultural', 'Affairs', 'Special', 'Events', 'as', 'of', 'January', '1', '2011']",City of Chicago,"['description_of_request', 'due_date', 'organization', 'requestor_name', 'date_received']","['DESCRIPTION OF REQUEST', 'DUE DATE', 'ORGANIZATION', 'REQUESTOR NAME', 'DATE RECEIVED']",dataset,[],FOIA,[],official,1617.0,61.0,22.0,4168.0,12.0254856568,data.cityofchicago.org,['foia'],"['foia', 'FOIA', 'requests', 'received', 'by', 'Cultural', 'Affairs', 'Special', 'Events', 'as', 'of', 'January', '1', '2011']","[(12, 0.20192307692307676), (24, 0.40192307692307661), (41, 0.30192307692307668)]","[(24, 0.4019230769230766), (41, 0.3019230769230767), (12, 0.20192307692307676)]",24
2165,2165,2165,Snow Route Parking Restrictions,"['No', 'parking', 'is', 'allowed', 'on', 'Snow', 'Routes', 'when', 'there', 'is', 'two', 'or', 'more', 'inches', 'on', 'the', 'ground', 'regardless', 'of', 'date', 'or', 'time', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'or', 'QGIS', 'is', 'required', 'To', 'download', 'this', 'file', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']",City of Chicago,[],[],file,['transportation'],Transportation,"['shapefiles', 'gis', 'restrictions', 'parking', 'winter', 'snow']",official,1645.0,6.0,2.0,4004.0,11.9675865273,data.cityofchicago.org,"['shapefiles', 'gis', 'restrictions', 'parking', 'winter', 'snow', 'transportation', 'transportation']","['shapefiles', 'gis', 'restrictions', 'parking', 'winter', 'snow', 'transportation', 'transportation', 'No', 'parking', 'is', 'allowed', 'on', 'Snow', 'Routes', 'when', 'there', 'is', 'two', 'or', 'more', 'inches', 'on', 'the', 'ground', 'regardless', 'of', 'date', 'or', 'time', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'or', 'QGIS', 'is', 'required', 'To', 'download', 'this', 'file', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']","[(0, 0.025074736311285529), (3, 0.18294929836368617), (12, 0.16378182652927667), (21, 0.046341305629864951), (24, 0.3361598430851262), (28, 0.053972981260650824), (29, 0.02764161792023476), (30, 0.028516428883393813), (32, 0.026332267228260188), (35, 0.026319604983154325), (37, 0.038593562288589414), (47, 0.025554801437678583)]","[(24, 0.3361598430851262), (3, 0.18294929836368617), (12, 0.16378182652927667), (28, 0.053972981260650824), (21, 0.04634130562986495), (37, 0.038593562288589414), (30, 0.028516428883393813), (29, 0.02764161792023476), (32, 0.026332267228260188), (35, 0.026319604983154325), (47, 0.025554801437678583), (0, 0.02507473631128553)]",24
17138,17307,17307,Nursing Home Cost Report (RHCF): 2010,"['The', 'Nursing', 'Home', 'Cost', 'Report', '(RHCF)', 'is', 'a', 'uniform', 'report', 'completed', 'by', 'New', 'York', 'nursing', 'homes', 'to', 'report', 'income', 'expenses', 'assets', 'liabilities', 'and', 'statistics', 'to', 'the', 'Department', 'of', 'Health', '(DOH)', 'Under', 'DOH', 'regulations', '(Part', '86', '2', '2)', 'nursing', 'homes', 'are', 'required', 'to', 'file', 'financial', 'and', 'statistical', 'data', 'with', 'DOH', 'annually', 'The', 'data', 'filed', 'is', 'part', 'of', 'the', 'cost', 'report', 'and', 'is', 'received', 'electronically', 'through', 'a', 'secured', 'network', 'This', 'data', 'is', 'used', 'to', 'develop', 'Medicaid', 'rates', 'assist', 'in', 'the', 'formulation', 'of', 'reimbursement', 'methodologies', 'and', 'analyze', 'trends', 'For', 'more', 'information', 'check', 'out', 'http', '//www', 'health', 'ny', 'gov/facilities/nursing/', 'or', 'go', 'to', 'the', '“About', '“', 'tab']",New York State Department of Health,[],[],file,"['health', 'finance', 'economy']",Health,"['quality-safety-costs', 'reimbursement', 'nursing homes', 'financial', 'cost reports']",official,806.0,17.0,3.0,3974.0,11.9567391451,health.data.ny.gov,"['quality-safety-costs', 'reimbursement', 'nursing', 'homes', 'financial', 'cost', 'reports', 'health', 'finance', 'economy', 'health']","['quality-safety-costs', 'reimbursement', 'nursing', 'homes', 'financial', 'cost', 'reports', 'health', 'finance', 'economy', 'health', 'The', 'Nursing', 'Home', 'Cost', 'Report', '(RHCF)', 'is', 'a', 'uniform', 'report', 'completed', 'by', 'New', 'York', 'nursing', 'homes', 'to', 'report', 'income', 'expenses', 'assets', 'liabilities', 'and', 'statistics', 'to', 'the', 'Department', 'of', 'Health', '(DOH)', 'Under', 'DOH', 'regulations', '(Part', '86', '2', '2)', 'nursing', 'homes', 'are', 'required', 'to', 'file', 'financial', 'and', 'statistical', 'data', 'with', 'DOH', 'annually', 'The', 'data', 'filed', 'is', 'part', 'of', 'the', 'cost', 'report', 'and', 'is', 'received', 'electronically', 'through', 'a', 'secured', 'network', 'This', 'data', 'is', 'used', 'to', 'develop', 'Medicaid', 'rates', 'assist', 'in', 'the', 'formulation', 'of', 'reimbursement', 'methodologies', 'and', 'analyze', 'trends', 'For', 'more', 'information', 'check', 'out', 'http', '//www', 'health', 'ny', 'gov/facilities/nursing/', 'or', 'go', 'to', 'the', '“About', '“', 'tab']","[(0, 0.068965674878860947), (1, 0.083402990709974895), (2, 0.073405366038675188), (3, 0.014973679046774512), (4, 0.029701086016998317), (5, 0.059067219072415598), (7, 0.014155982905982908), (10, 0.014401697492664586), (17, 0.030651806927807453), (24, 0.096047103949920262), (26, 0.07224113518612825), (27, 0.034125771353469427), (33, 0.036344543348469184), (34, 0.015517999944618284), (37, 0.054785997770032409), (38, 0.032446919790360948), (39, 0.022195668298693228), (42, 0.02392013321356715), (43, 0.037492687041141656), (44, 0.025294900963661274), (46, 0.03087923047320509), (47, 0.072663059187835416), (50, 0.021795842115238911), (51, 0.028044871794871799)]","[(24, 0.09604710394992026), (1, 0.0834029907099749), (2, 0.07340536603867519), (47, 0.07266305918783542), (26, 0.07224113518612825), (0, 0.06896567487886095), (5, 0.0590672190724156), (37, 0.05478599777003241), (43, 0.037492687041141656), (33, 0.036344543348469184), (27, 0.034125771353469427), (38, 0.03244691979036095), (46, 0.03087923047320509), (17, 0.030651806927807453), (4, 0.029701086016998317), (51, 0.0280448717948718), (44, 0.025294900963661274), (42, 0.02392013321356715), (39, 0.022195668298693228), (50, 0.02179584211523891), (34, 0.015517999944618284), (3, 0.014973679046774512), (10, 0.014401697492664586), (7, 0.014155982905982908)]",24
5683,5852,5852,IDPH Home Nursing Placement Agencies,"['Current', 'as', 'of', 'April', '2017']",Division of Health Care Facilities and Programs,"['phone', 'county', 'zip', 'city', 'address', 'home_nursing_placement_agency', 'license_', 'license_expiration_date']","['Phone', 'County', 'Zip', 'City', 'Address', 'Home Nursing Placement Agency', 'License #', 'License Expiration Date']",dataset,[],Public Health,"['placement', 'nursing home']",official,1646.0,70.0,17.0,3944.0,11.9458095849,data.illinois.gov,"['placement', 'nursing', 'home', 'public', 'health']","['placement', 'nursing', 'home', 'public', 'health', 'Current', 'as', 'of', 'April', '2017']","[(1, 0.12588974604846803), (2, 0.14171998498996874), (19, 0.14531243510261221), (24, 0.22169321847433587), (26, 0.1274038461538462), (31, 0.1274038461538462)]","[(24, 0.22169321847433587), (19, 0.14531243510261221), (2, 0.14171998498996874), (26, 0.1274038461538462), (31, 0.1274038461538462), (1, 0.12588974604846803)]",24
2168,2168,2168,Boundaries - City,"['City', 'boundary', 'of', 'Chicago', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']",City of Chicago,[],[],map,[],Facilities & Geographic Boundaries,"['map_layer', 'shapefiles', 'kmz', 'kml', 'gis', 'boundaries']",official,2600.0,230.0,54.0,3937.0,11.9432473959,data.cityofchicago.org,"['map_layer', 'shapefiles', 'kmz', 'kml', 'gis', 'boundaries', 'facilities', '&', 'geographic', 'boundaries']","['map_layer', 'shapefiles', 'kmz', 'kml', 'gis', 'boundaries', 'facilities', '&', 'geographic', 'boundaries', 'City', 'boundary', 'of', 'Chicago', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']","[(0, 0.026912307673604655), (1, 0.026134122287968495), (21, 0.051813839287405926), (24, 0.78267578384739911), (26, 0.026865009952089593), (30, 0.06291649119216515)]","[(24, 0.7826757838473991), (30, 0.06291649119216515), (21, 0.051813839287405926), (0, 0.026912307673604655), (26, 0.026865009952089593), (1, 0.026134122287968495)]",24
2169,2169,2169,Bike Routes,"['Bike', 'routes', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'files', 'outside', 'of', 'a', 'web', 'brower', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']",City of Chicago,[],[],map,['transportation'],Transportation,"['map_layer', 'sustainability', 'shapefiles', 'gis', 'bicycling']",official,1781.0,113.0,27.0,3928.0,11.9399464525,data.cityofchicago.org,"['map_layer', 'sustainability', 'shapefiles', 'gis', 'bicycling', 'transportation', 'transportation']","['map_layer', 'sustainability', 'shapefiles', 'gis', 'bicycling', 'transportation', 'transportation', 'Bike', 'routes', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'files', 'outside', 'of', 'a', 'web', 'brower', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']","[(0, 0.040909137182168938), (3, 0.16324036177952764), (21, 0.0408163862943332), (24, 0.5971628993145065), (26, 0.040769230769230731), (47, 0.081717369275616875)]","[(24, 0.5971628993145065), (3, 0.16324036177952764), (47, 0.08171736927561687), (0, 0.04090913718216894), (21, 0.0408163862943332), (26, 0.04076923076923073)]",24
2173,2173,2173,Street Center Lines,"['Street', 'center', 'lines', 'in', 'Chicago', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)', 'is', 'required']",City of Chicago,[],[],map,[],Transportation,"['map_layer', 'transportation', 'shapefiles', 'kml', 'gis']",official,2401.0,133.0,17.0,3801.0,11.8925428166,data.cityofchicago.org,"['map_layer', 'transportation', 'shapefiles', 'kml', 'gis', 'transportation']","['map_layer', 'transportation', 'shapefiles', 'kml', 'gis', 'transportation', 'Street', 'center', 'lines', 'in', 'Chicago', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)', 'is', 'required']","[(0, 0.026873126362306925), (1, 0.053137651821862454), (3, 0.079453441295546726), (9, 0.026821862348178196), (21, 0.053182630685066332), (24, 0.71093614578663633), (26, 0.02682186234817819)]","[(24, 0.7109361457866363), (3, 0.07945344129554673), (21, 0.05318263068506633), (1, 0.053137651821862454), (0, 0.026873126362306925), (9, 0.026821862348178196), (26, 0.02682186234817819)]",24
2175,2175,2175,CTA - Bus Routes - KML (Deprecated February 2015),"['OUTDATED', 'HISTORICAL', 'VERSION', 'Line', 'data', 'representing', 'CTA', 'bus', 'routes', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required']",Chicago Transit Authority,[],[],file,['transportation'],Transportation,"['deprecated', 'sustainability', 'kml', 'gis', 'bus', 'public transit', 'cta']",official,2569.0,1.0,0.0,3787.0,11.8872206155,data.cityofchicago.org,"['deprecated', 'sustainability', 'kml', 'gis', 'bus', 'public', 'transit', 'cta', 'transportation', 'transportation']","['deprecated', 'sustainability', 'kml', 'gis', 'bus', 'public', 'transit', 'cta', 'transportation', 'transportation', 'OUTDATED', 'HISTORICAL', 'VERSION', 'Line', 'data', 'representing', 'CTA', 'bus', 'routes', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required']","[(1, 0.041431369673746755), (3, 0.086857236802217713), (12, 0.12481318360630289), (21, 0.069022492228636143), (24, 0.31682627781004696), (28, 0.24614206999814739), (30, 0.042189853176275736), (42, 0.042497736484845526)]","[(24, 0.31682627781004696), (28, 0.2461420699981474), (12, 0.12481318360630289), (3, 0.08685723680221771), (21, 0.06902249222863614), (42, 0.042497736484845526), (30, 0.042189853176275736), (1, 0.041431369673746755)]",24
2180,2180,2180,CTA - 'L' (Rail) Lines - KML (Deprecated February 2015),"['OUTDATED', 'HISTORICAL', 'VERSION', 'Lines', 'representing', 'approximately', 'where', 'the', 'CTA', ""'L'"", '(rail)', 'lines', 'are', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required']",Chicago Transit Authority,[],[],file,[],Transportation,"['deprecated', 'sustainability', 'kml', 'gis', 'rail', 'public transit', 'cta']",official,4030.0,7.0,0.0,3669.0,11.8415643477,data.cityofchicago.org,"['deprecated', 'sustainability', 'kml', 'gis', 'rail', 'public', 'transit', 'cta', 'transportation']","['deprecated', 'sustainability', 'kml', 'gis', 'rail', 'public', 'transit', 'cta', 'transportation', 'OUTDATED', 'HISTORICAL', 'VERSION', 'Lines', 'representing', 'approximately', 'where', 'the', 'CTA', ""'L'"", '(rail)', 'lines', 'are', 'To', 'view', 'or', 'use', 'these', 'files', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'is', 'required']","[(1, 0.11455742689456543), (12, 0.14923751511176916), (21, 0.063362408987320137), (24, 0.29446709365661516), (28, 0.18020318290565035), (29, 0.044565588275085749), (30, 0.051327415999740805), (42, 0.073101649336361235)]","[(24, 0.29446709365661516), (28, 0.18020318290565035), (12, 0.14923751511176916), (1, 0.11455742689456543), (42, 0.07310164933636124), (21, 0.06336240898732014), (30, 0.051327415999740805), (29, 0.04456558827508575)]",24
2189,2189,2189,Metra Stations,"['Metra', 'commuter', 'rail', 'stations', 'in', 'the', 'Chicagoland', 'region', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']",City of Chicago,[],[],file,[],Transportation,"['sustainability', 'shapefiles', 'gis', 'rail', 'public transit']",official,2662.0,52.0,12.0,3548.0,11.7931968591,data.cityofchicago.org,"['sustainability', 'shapefiles', 'gis', 'rail', 'public', 'transit', 'transportation']","['sustainability', 'shapefiles', 'gis', 'rail', 'public', 'transit', 'transportation', 'Metra', 'commuter', 'rail', 'stations', 'in', 'the', 'Chicagoland', 'region', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']","[(0, 0.030099528951558253), (12, 0.23200668544136155), (21, 0.053161780743329848), (24, 0.38098406808184621), (28, 0.21211333743473704), (35, 0.036204735093774296), (44, 0.029977375565610882)]","[(24, 0.3809840680818462), (12, 0.23200668544136155), (28, 0.21211333743473704), (21, 0.05316178074332985), (35, 0.036204735093774296), (0, 0.030099528951558253), (44, 0.02997737556561088)]",24
2193,2193,2193,Metra Lines,"['Metra', 'commuter', 'rail', 'lines', 'in', 'the', 'Chicagoland', 'region', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']",City of Chicago,[],[],file,[],Transportation,"['sustainability', 'shapefiles', 'gis', 'rail', 'public transit']",official,2511.0,54.0,9.0,3488.0,11.7685978822,data.cityofchicago.org,"['sustainability', 'shapefiles', 'gis', 'rail', 'public', 'transit', 'transportation']","['sustainability', 'shapefiles', 'gis', 'rail', 'public', 'transit', 'transportation', 'Metra', 'commuter', 'rail', 'lines', 'in', 'the', 'Chicagoland', 'region', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required', 'To', 'download', 'right', 'click', 'the', '""Download""', 'link', 'above', 'and', 'choose', '""Save', 'link', 'as', '""']","[(0, 0.030099536012668848), (1, 0.029977375565610902), (12, 0.23200878461539032), (21, 0.053159315142223836), (24, 0.38098167328676225), (28, 0.21211362599468217), (35, 0.036207200694880357)]","[(24, 0.38098167328676225), (12, 0.23200878461539032), (28, 0.21211362599468217), (21, 0.053159315142223836), (35, 0.036207200694880357), (0, 0.030099536012668848), (1, 0.029977375565610902)]",24
